trialNumber,iteration,time,leftMotorCount,AccelBind.distance[0],E.x,leftMotorPower,deltaLeftMotorCount,deltaAccDispX,deltaEncDispX,rightMotorCount,AccelBind.distance[1],E.y,rightMotorPower,deltaRightMotorCount,deltaAccDispY,deltaEncDispY,pidOut,lidarDistance,deltaLidar
1,1,1520022390.6,0,3.20342125795e-07,0.0,0.45,0,3.20342125795e-07,0.0,0,1.61106694639e-05,0.0,0.55,0,1.61106694639e-05,0.0,0.0,0,0
1,2,1520022390.65,0,3.30716207852e-06,-6.33624085996e-08,0.45,0,2.98681995272e-06,-6.33624085996e-08,1,2.61446157912e-05,5.88541325587e-05,0.55,1,1.00339463273e-05,5.88541325587e-05,0.0,0.0,0.0
1,3,1520022390.71,0,-1.70990465696e-07,-6.33624085996e-08,0.6,0,-3.47815254421e-06,0.0,1,0.000107152166835,5.88541325587e-05,0.4,0,8.10075510437e-05,0.0,-0.15,-1.5,-1.5
1,4,1520022390.76,5,-0.000122599907506,-1.3580166347e-05,0.700398819447,5,-0.00012242891704,-1.35168039384e-05,16,0.00199862243053,0.00123585985456,0.299601180553,15,0.00189147026369,0.001177005722,-0.250398819447,-2.5,-1.0
1,5,1520022390.81,30,-0.00015821101667,-2.3295416407e-05,0.751064195037,25,-3.5611109164e-05,-9.71525006e-06,37,0.00387829693081,0.00394313408934,0.248935804963,21,0.00187967450029,0.00270727423478,-0.301064195037,-3.0,-0.5
1,6,1520022390.87,69,-0.000233855668456,-2.64208447071e-05,0.801860199571,39,-7.56446517863e-05,-3.12542830007e-06,72,0.00923334703124,0.00829834130122,0.198139800429,35,0.00535505010043,0.00435520721188,-0.351860199571,-3.5,-0.5
1,7,1520022390.92,111,-0.000342843684147,-0.000133049602641,0.802793440223,42,-0.000108988015691,-0.000106628757934,129,0.016993508926,0.014123928042,0.197206559777,57,0.00776016189474,0.00582558674078,-0.352793440223,-3.5,0.0
1,8,1520022390.97,174,-0.000328367174996,-0.000274145646685,0.80372918427,63,1.44765091515e-05,-0.000141096044044,197,0.0216324522703,0.0218325326931,0.19627081573,68,0.00463894334431,0.00770860465112,-0.35372918427,-3.5,0.0
1,9,1520022391.03,246,-0.000164751452487,-0.000476882493728,0.904662842155,72,0.000163615722509,-0.000202736847043,275,0.0321033775979,0.0306583294723,0.0953371578455,78,0.0104709253276,0.00882579677913,-0.454662842155,-4.5,-1.0
1,10,1520022391.08,327,-0.000182210343447,-0.00075882240991,0.905865780711,81,-1.74588909604e-05,-0.000281939916183,363,0.0438387110111,0.0406006868935,0.0941342192888,88,0.0117353334132,0.00994235742128,-0.455865780711,-4.5,0.0
1,11,1520022391.13,417,-0.000166741236859,-0.00109869976516,0.807061949372,90,1.54691065884e-05,-0.000339877355246,458,0.0500592093114,0.0514834016766,0.192938050628,95,0.0062204983003,0.0108827147831,-0.357061949372,-3.5,1.0
1,12,1520022391.19,511,-0.000189402173417,-0.00158190214881,0.757994297147,94,-2.26609365578e-05,-0.000483202383654,563,0.0632504452804,0.0631854088317,0.242005702853,105,0.013191235969,0.0117020071551,-0.307994297147,-3.0,0.5
