Ax,Ay,Az,Gx,Gy,Gz
0.01972,0.00225,0.99941,0.1712,0.19135,-0.37578,0.000124441443037,-0.000322601248331,0.9996070075,1516028195.12
0.01976,0.00187,0.99815,-0.22156,0.03021,-0.50998,0.00019126131783,-0.000684930161206,0.998347069555,1516028195.12
0.01949,0.00149,0.99915,-0.09064,-0.08057,-0.57037,-0.000103817465017,-0.00106196242503,0.999340614684,1516028195.12
0.01926,0.00141,1.0004,0.0,0.0,0.0,-0.000358287904213,-0.00114512272417,1.00058565652,1516028195.13
0.02007,0.00149,0.99957,0.0,0.0,0.0,0.000467836161277,-0.0010631073151,0.999771904402,1516028195.13
0.01991,0.00175,0.9993,0.0,0.0,0.0,0.000313180563688,-0.000802399023179,0.999499484079,1516028195.14
0.01961,0.00267,0.99976,0.0,0.0,0.0,4.28912788093e-06,0.000116462064441,0.999955861535,1516028195.14
0.01961,0.00237,0.99968,0.0,0.0,0.0,5.83483528091e-06,-0.000183332823155,0.999875111079,1516028195.14
0.01999,0.00229,0.99899,0.0,0.0,0.0,0.000399284421441,-0.00026161986383,0.999192492179,1516028195.15
0.01961,0.00168,0.99838,0.0,0.0,0.0,3.12712069636e-05,-0.000870013404201,0.998573603195,1516028195.15
0.02007,0.00092,0.998,0.0,0.0,0.0,0.000498575518717,-0.00162909933766,0.998200755739,1516028195.16
0.01945,0.00069,0.99869,0.0,0.0,0.0,-0.000134851532843,-0.00186078099983,0.998877877425,1516028195.16
0.01999,0.00092,0.9993,0.0,0.0,0.0,0.000393101992496,-0.00163240640966,0.999498933076,1516028195.16
0.02052,0.00053,0.99991,0.0,0.0,0.0,0.000911010236276,-0.00202402853425,1.0001182094,1516028195.17
0.01991,0.00114,0.99907,0.0,0.0,0.0,0.000317643696639,-0.00141181014904,0.999267971314,1516028195.17
0.01915,0.0016,0.99838,0.0,0.0,0.0,-0.000428646455461,-0.000949955095948,0.998564379871,1516028195.18
0.01923,0.00145,0.99785,0.0,0.0,0.0,-0.000338281624086,-0.00109861231805,0.99803566896,1516028195.18
0.01968,0.00214,0.99876,0.0,0.0,0.0,9.38421697063e-05,-0.00041099337214,0.99895607605,1516028195.18
0.02037,0.00282,0.99907,0.0,0.0,0.0,0.00077768317562,0.000268126321154,0.99928128048,1516028195.19
0.02029,0.00252,0.99983,0.0,0.0,0.0,0.000682774507826,-3.38018715995e-05,1.00003879729,1516028195.19
0.01953,0.00168,0.9996,0.0,0.0,0.0,-7.26337712522e-05,-0.000873116342836,0.999791796172,1516028195.2
0.01961,0.0013,0.99831,0.0,0.0,0.0,3.26147550352e-05,-0.00124983354739,0.998502646492,1516028195.2
0.01961,0.00114,0.998,0.0,0.0,0.0,3.86806968969e-05,-0.00140904200845,0.99819229851,1516028195.2
0.01976,0.00076,0.99876,0.0,0.0,0.0,0.000173721724073,-0.00179099896371,0.99895412054,1516028195.21
0.01953,0.00069,0.99915,0.0,0.0,0.0,-6.38860627217e-05,-0.00186196486183,0.999339356027,1516028195.21
0.01999,0.00069,0.99892,0.0,0.0,0.0,0.000400535084388,-0.00186143602559,0.999118420022,1516028195.22
0.01961,0.00069,0.99869,0.0,0.0,0.0,2.51177094513e-05,-0.00186080119015,0.99888101448,1516028195.22
