trialNumber,iteration,time,leftMotorCount,AccelBind.distance[0],E.x,leftMotorPower,deltaLeftMotorCount,deltaAccDispX,deltaEncDispX,rightMotorCount,AccelBind.distance[1],E.y,rightMotorPower,deltaRightMotorCount,deltaAccDispY,deltaEncDispY,pidOut,lidarDistance,deltaLidar
1,1,1520202845.12,0,-2.07329770852e-05,0.0,0.45,0,-2.07329770852e-05,0.0,0,5.2768905368e-06,0.0,0.55,0,5.2768905368e-06,0.0,0.0,0.0,0.0
1,2,1520202845.18,0,-2.75549091785e-05,0.0,0.45,0,-6.82193209333e-06,0.0,0,3.71656248378e-06,0.0,0.55,0,-1.56032805302e-06,0.0,0.0,0.0,0.0
1,3,1520202845.24,6,-0.000115114344944,-1.01377523286e-05,0.65,6,-8.75594357652e-05,-1.01377523286e-05,14,0.000399091439985,0.0011770396763,0.35,14,0.000395374877501,0.0011770396763,-0.2,-2.0,-2.0
1,4,1520202845.29,30,-0.000124733990732,-3.37917650339e-06,0.700573649406,24,-9.61964578808e-06,6.75857582523e-06,30,0.00351548172785,0.00353119664135,0.299426350594,16,0.00311639028787,0.00235415696505,-0.250573649406,-2.5,-0.5
1,5,1520202845.35,60,-0.000171067575334,-1.9599864323e-05,0.751287474632,30,-4.63335846022e-05,-1.62206878197e-05,64,0.00857429533403,0.00729782838166,0.248712525368,34,0.00505881360618,0.0037666317403,-0.301287474632,-3.0,-0.5
1,6,1520202845.41,100,-0.000222634850607,-8.53887122179e-05,0.75212823987,40,-3.87377404866e-05,-6.57888478948e-05,113,0.0157665075803,0.0125354360491,0.24787176013,49,0.00332904071877,0.00523760766743,-0.30212823987,-3.0,0.0
1,7,1520202845.47,154,-0.000248901711596,-0.000191325372205,0.652982970476,54,-3.90963957756e-05,-0.000105936659987,173,0.0198017378464,0.0192439746615,0.347017029524,60,0.00789840179358,0.00670853861245,-0.202982970476,-2.0,1.0
1,8,1520202845.52,220,-0.000258829093627,-0.000325329533769,0.653573659658,66,-9.92738203052e-06,-0.000134004161564,242,0.029187841969,0.0271881570365,0.346426340342,69,0.00938610412257,0.007944182375,-0.203573659658,-2.0,0.0
1,9,1520202845.58,296,-0.000273338693648,-0.000498825321471,0.604130469561,76,-1.45096000211e-05,-0.000173495787702,321,0.0395812248712,0.0363089028915,0.395869530439,79,0.0103933829022,0.00912074585501,-0.154130469561,-1.5,0.5
1,10,1520202845.64,379,-0.000130246635022,-0.000685753055658,0.454557130337,83,0.000143092058626,-0.000186927734187,405,0.050930544743,0.046135771006,0.545442869663,84,0.0113493198718,0.00982686811448,-0.00455713033676,0.0,1.5
1,11,1520202845.69,467,-1.47716269292e-05,-0.000879038137309,0.304557130337,88,0.000115475008093,-0.000193285081651,493,0.0568958366175,0.0564923008458,0.695442869663,88,0.00596529187453,0.0103565298398,0.145442869663,1.5,1.5
1,12,1520202845.75,560,0.000253644760626,-0.00108330532587,0.404142739773,93,0.000268416387555,-0.000204267188563,586,0.0693209435194,0.067437269881,0.595857260227,93,0.0124251069019,0.0109449690352,0.0458572602272,0.5,-1.0
1,13,1520202845.8,661,0.000667279249078,-0.00119803122178,0.65400420785,101,0.000413634488452,-0.000114725895907,679,0.081799456685,0.078854401813,0.34599579215,93,0.0124785131656,0.0114171319321,-0.20400420785,-2.0,-2.5
1,14,1520202845.86,763,0.00117373773957,-0.00121026219083,0.654583679438,102,0.000506458490489,-1.22309690544e-05,770,0.0946893354557,0.0902132493947,0.345416320562,91,0.0128898787706,0.0113588475816,-0.204583679438,-2.0,0.0
1,15,1520202845.92,862,0.00139683223886,-0.00126880995016,0.705139321089,99,0.000223094499297,-5.85477593239e-05,869,0.101011063851,0.101866227316,0.294860678911,99,0.00632172839493,0.0116529779209,-0.255139321089,-2.5,-0.5
1,16,1520202845.97,954,0.00167529411975,-0.00154471871157,0.805852535367,92,0.000278461880889,-0.000275908761416,978,0.114285490942,0.11369269681,0.194147464633,109,0.0132744270909,0.0118264694944,-0.355852535367,-3.5,-1.0
