trialNumber,iteration,time,leftMotorCount,AccelBind.distance[0],E.x,leftMotorPower,deltaLeftMotorCount,deltaAccDispX,deltaEncDispX,rightMotorCount,AccelBind.distance[1],E.y,rightMotorPower,deltaRightMotorCount,deltaAccDispY,deltaEncDispY,pidOut,lidarDistance,deltaLidar
1,1,1520114128.16,0,2.1138269716e-05,0.0,0.45,0,2.1138269716e-05,0.0,0,4.9266968011e-05,0.0,0.55,0,4.9266968011e-05,0.0,0.0,0.0,0.0
1,2,1520114128.22,0,2.96301039619e-05,0.0,0.4,0,8.49183424586e-06,0.0,0,9.91827785089e-05,0.0,0.6,0,4.99158104979e-05,0.0,0.05,0.5,0.5
1,3,1520114128.27,4,2.51295449128e-05,-2.09095338002e-06,0.399860052466,4,-4.50055904911e-06,-2.09095338002e-06,7,0.000961349264541,0.000647392456653,0.600139947534,7,0.000862166486033,0.000647392456653,0.0501399475336,0.5,0.0
1,4,1520114128.33,27,4.59040607954e-05,1.78674003459e-05,0.399725565314,23,2.07745158826e-05,1.99583537259e-05,19,0.00200216845882,0.00270719159936,0.600274434686,12,0.00104081919428,0.00205979914271,0.0502744346857,0.5,0.0
1,5,1520114128.38,55,5.77866087615e-05,4.86182550442e-05,0.349591037631,28,1.18825479661e-05,3.07508546982e-05,43,0.00538514646631,0.0057674537709,0.650408962369,24,0.00338297800749,0.00306026217154,0.100408962369,1.0,0.5
1,6,1520114128.43,93,7.05135987875e-05,7.82708997249e-05,0.449316303134,38,1.2726990026e-05,2.96526446808e-05,83,0.010585900082,0.0103579830009,0.550683696866,40,0.00520075361574,0.00459052922998,0.000683696866035,0.0,-1.0
1,7,1520114128.49,142,0.000120165286803,0.000125389935216,0.499316303134,49,4.22118631939e-06,4.71190354912e-05,131,0.0175467515706,0.0160666427116,0.500683696866,48,0.00347338977807,0.00570865971072,-0.049316303134,-0.5,-0.5
1,8,1520114128.54,203,0.000226327567295,0.00021681792354,0.449451295733,61,0.000151592782188,9.14279883235e-05,187,0.021546106311,0.0229519732176,0.550548704267,56,0.00748681645089,0.006885330506,0.000548704266548,0.0,0.5
1,9,1520114128.6,267,0.000546667309261,0.000280452829802,0.399451295733,64,0.000320339741967,6.36349062621e-05,254,0.0306163064797,0.0306616064358,0.600548704267,67,0.00907020016874,0.00770963321822,0.0505487042665,0.5,0.5
1,10,1520114128.66,342,0.000949654831328,0.00037171262655,0.399315933585,75,0.000402987522067,9.12597967482e-05,328,0.0406647817238,0.0394304023964,0.600684066415,74,0.010048475244,0.00876879596056,0.0506840664148,0.5,0.0
1,11,1520114128.71,424,0.0013741960454,0.000506879366465,0.499175521135,82,0.000205789898601,0.000135166739915,406,0.0517014148406,0.048846098922,0.500824478865,78,0.00540639265231,0.00941569652567,-0.0491755211353,-0.5,-1.0
1,12,1520114128.77,509,0.00163843303104,0.000626059426432,0.549317786098,85,0.000482988301114,0.000119180059967,492,0.0574657012475,0.0589094557237,0.450682213902,86,0.0113945268714,0.0100633568016,-0.0993177860975,-1.0,-0.5
