Trial Number, Time, Voltage, Actualx, Actualy, EncoderX, EncoderY, AccelDispX, AccelDispY, GaussX, GaussY, Kalmanx, Kalmany, Lidar
1,3.4448788656274747,7.7,0.3048,83.51520000000001,-5.5593257638799995,78.3063123308,-7.38830007921,71.8105224173,0.0,0.0,1.34538895966,2.6564252705599998,1.5
2,1.089678101433341,7.59,0.0,26.67,-1.3072951357,22.777603478,0.563016655352,22.7126092588,0.0,0.0,0.638391076582,7.28005573287,-0.5
3,2.8250479623494202,7.7,1.4731999999999998,70.9422,-6.88254292039,70.168854131,4.22608854871,60.425133207399995,0.0,0.0,-1.119021217,2.78410031083,0.0
4,2.6296122370291224,7.57,1.9812,68.072,-8.22704432147,67.540530287,2.74953156246,62.411515931100006,0.0,0.0,-1.4769523975899999,1.6368786854600001,-0.5
5,2.651101804072351,7.57,-1.524,58.6232,0.629739417241,59.0358977874,6.0456079241500005,55.4930402096,0.0,0.0,2.56995127837,2.32715904867,2.0
6,1.8913140557140673,7.57,-0.254,45.465999999999994,-1.49598854938,44.6962907502,2.34979412992,41.5765209816,0.0,0.0,4.9253962391,3.62540845285,-0.5
7,2.037841224296815,7.62,1.5748,52.705,-7.35798367461,52.92155923000001,3.91473163117,47.6183664633,0.0,0.0,1.66040244343,3.911677977,-1.0
8,2.612454439319731,7.67,1.2192,64.4652,-5.58204693345,64.604873296,13.1565841775,57.4228228406,0.0,0.0,0.460146336051,2.2298829311699997,1.0
9,3.762631806142417,7.67,-0.4572,88.519,-5.284767174640001,89.146064478,40.55039053,70.2528864896,0.0,0.0,5.12308898684,3.8472097894000004,3.0
