trialNumber,iteration,time,leftMotorCount,AccelBind.distance[0],E.x,leftMotorPower,deltaLeftMotorCount,deltaAccDispX,deltaEncDispX,rightMotorCount,AccelBind.distance[1],E.y,rightMotorPower,deltaRightMotorCount,deltaAccDispY,deltaEncDispY,pidOut,lidarDistance,deltaLidar
1,1,1519965797,0,7.60E-08,0,0.55,0,7.60E-08,0,0,1.36E-06,0,0.45,0,1.36E-06,0,-0.1,-1,-1
1,2,1519965797,0,8.69E-06,0,0.550001265,0,8.62E-06,0,0,2.63E-06,0,0.449998735,0,1.27E-06,0,-0.100001265,-1,0
1,3,1519965797,0,-1.68E-05,0,0.800280875,0,-2.55E-05,0,0,0.000205518,0,0.199719125,0,0.000202886,0,-0.350280875,-3.5,-2.5
1,4,1519965798,4,-6.56E-05,-9.69E-06,0.8012302,4,-4.87E-05,-9.69E-06,13,0.001007965,0.001000474,0.1987698,13,0.000802448,0.001000474,-0.3512302,-3.5,0
1,5,1519965798,23,-0.000116964,-3.00E-05,0.802185858,19,-5.14E-05,-2.03E-05,34,0.004394743,0.003354553,0.197814142,21,0.003386777,0.002354079,-0.352185858,-3.5,0
1,6,1519965798,62,-0.000173472,-3.61E-05,0.853150229,39,-5.65E-05,-6.08E-06,67,0.009920945,0.007592049,0.146849771,33,0.005526202,0.004237496,-0.403150229,-4,-0.5
1,7,1519965798,101,-0.00041931,-0.000188665,0.854239649,39,-0.000245839,-0.000152612,127,0.017674683,0.013416612,0.145760351,60,0.007753738,0.005824564,-0.404239649,-4,0
1,8,1519965798,157,-0.000541078,-0.000399917,0.855342011,56,-0.000121768,-0.000211252,193,0.022065297,0.020593712,0.144657989,66,0.004390614,0.0071771,-0.405342011,-4,0
1,9,1519965798,225,-0.000785314,-0.000658952,1.006426072,68,-0.000244236,-0.000259036,266,0.031933741,0.028888106,-0.006426072,73,0.009868444,0.008294394,-0.556426072,-5.5,-1.5
1,10,1519965798,302,-0.000769385,-0.00098462,0.957909226,77,1.59E-05,-0.000325668,348,0.043204999,0.03824025,0.042090774,82,0.011271259,0.009352144,-0.507909226,-5,0.5
1,11,1519965798,387,-0.000683957,-0.001366719,0.859273255,85,8.54E-05,-0.000382099,437,0.049242006,0.048473744,0.140726745,89,0.006037006,0.010233494,-0.409273255,-4,1
1,12,1519965798,479,-0.000723538,-0.001991577,0.810363057,92,-3.96E-05,-0.000624857,545,0.062246702,0.06022798,0.189636943,108,0.013004696,0.011754236,-0.360363057,-3.5,0.5
1,13,1519965798,580,-0.000507872,-0.002767567,0.711314952,101,0.000215666,-0.000775991,659,0.076439059,0.07285781,0.288685048,114,0.014192357,0.012629829,-0.261314952,-2.5,1
1,14,1519965798,689,-0.000306806,-0.003581835,0.711993202,109,0.000201065,-0.000814268,773,0.083813021,0.085957005,0.288006798,114,0.007373961,0.013099195,-0.261993202,-2.5,0
1,15,1519965798,803,0.000379116,-0.004426512,0.762671428,114,0.000685922,-0.000844676,889,0.098745007,0.099467084,0.237328572,116,0.014931987,0.013510079,-0.312671428,-3,-0.5
1,16,1519965798,920,0.001452184,-0.005294504,0.763509071,117,0.001073068,-0.000867993,1007,0.113834428,0.113270549,0.236490929,118,0.015089421,0.013803465,-0.313509071,-3,0
1,17,1519965798,1036,0.002546481,-0.006258847,0.814325597,116,0.001094298,-0.000964342,1129,0.129204929,0.127244606,0.185674403,122,0.015370501,0.013974057,-0.364325597,-3.5,-0.5
1,18,1519965798,1154,0.003072411,-0.007281042,0.765276057,118,0.000525929,-0.001022195,1252,0.1369473,0.141391579,0.234723943,123,0.007742371,0.014146973,-0.315276057,-3,0.5
1,19,1519965798,1273,0.004111225,-0.00834316,0.766087332,119,0.001038814,-0.001062119,1375,0.152236702,0.155594629,0.233912668,123,0.015289403,0.014203051,-0.316087332,-3,0
1,20,1519965798,1391,0.004852931,-0.009557496,0.866901593,118,0.000741706,-0.001214335,1503,0.167479727,0.170021739,0.133098407,128,0.015243025,0.01442711,-0.416901593,-4,-1
1,21,1519965798,1509,0.005246226,-0.010875345,0.817988358,118,0.000393295,-0.00131785,1631,0.175059293,0.184439761,0.182011642,128,0.007579566,0.014418023,-0.367988358,-3.5,0.5
1,22,1519965798,1630,0.006012653,-0.012245634,0.818931487,121,0.000766428,-0.001370288,1758,0.190395681,0.19897113,0.181068513,127,0.015336387,0.014531368,-0.368931487,-3.5,0
1,23,1519965799,1750,0.006625819,-0.013774931,0.819879076,120,0.000613166,-0.001529297,1889,0.205991369,0.213664153,0.180120924,131,0.015595688,0.014693023,-0.369879076,-3.5,0
1,24,1519965799,1872,0.006931568,-0.01542385,0.720819856,122,0.000305749,-0.001648919,2021,0.213889655,0.228521892,0.279180144,132,0.007898286,0.014857739,-0.270819856,-2.5,1
1,25,1519965799,1995,0.007462816,-0.017193185,0.771488805,123,0.000531249,-0.001769336,2154,0.229892197,0.243484308,0.228511195,133,0.016002543,0.014962416,-0.321488805,-3,-0.5
1,26,1519965799,2120,0.008158073,-0.019075572,0.87229252,125,0.000695256,-0.001882386,2288,0.246157771,0.258610863,0.12770748,134,0.016265574,0.015126555,-0.42229252,-4,-1
1,27,1519965799,2250,0.008523142,-0.020963288,0.823364002,130,0.00036507,-0.001887716,2420,0.254247217,0.27391467,0.176635998,132,0.008089446,0.015303807,-0.373364002,-3.5,0.5
