trialNumber,iteration,time,leftMotorCount,AccelBind.distance[0],E.x,leftMotorPower,deltaLeftMotorCount,deltaAccDispX,deltaEncDispX,rightMotorCount,AccelBind.distance[1],E.y,rightMotorPower,deltaRightMotorCount,deltaAccDispY,deltaEncDispY,pidOut,lidarDistance,deltaLidar
1,1,1520112357,0,2.65E-05,0,0.45,0,2.65E-05,0,0,1.29E-05,0,0.55,0,1.29E-05,0,0,0,0
1,2,1520112357,3,3.45E-05,-1.37E-05,0.65,3,8.00E-06,-1.37E-05,15,0.000193958,0.001059287,0.35,15,0.00018108,0.001059287,-0.2,-2,-2
1,3,1520112357,19,7.75E-05,-2.29E-05,0.700907202,16,4.30E-05,-9.19E-06,28,0.002191526,0.002766033,0.299092798,13,0.001997568,0.001706746,-0.250907202,-2.5,-0.5
1,4,1520112357,46,0.000136168,-5.96E-05,0.751577975,27,5.87E-05,-3.67E-05,59,0.00369913,0.006179377,0.248422025,31,0.001507604,0.003413344,-0.301577975,-3,-0.5
1,5,1520112357,46,0.000164299,-5.96E-05,0.752386221,0,2.81E-05,0,59,0.008535195,0.006179377,0.247613779,0,0.004836065,0,-0.302386221,-3,0
1,6,1520112357,79,0.000162292,-0.000155564,0.703187894,33,-2.01E-06,-9.59E-05,103,0.014769468,0.010710132,0.296812106,44,0.006234273,0.004530755,-0.253187894,-2.5,0.5
1,7,1520112357,129,0.000225431,-0.000249651,0.653854756,50,6.31E-05,-9.41E-05,152,0.018468948,0.016535934,0.346145244,49,0.00369948,0.005825803,-0.203854756,-2,0.5
1,8,1520112357,186,0.000390083,-0.000411842,0.654389267,57,0.000164652,-0.000162191,215,0.026975826,0.023596572,0.345610733,63,0.008506878,0.007060637,-0.204389267,-2,0
1,9,1520112357,255,0.000674849,-0.000570973,0.654926107,69,0.000284766,-0.000159132,283,0.03662085,0.031658022,0.345073893,68,0.009645024,0.00806145,-0.204926107,-2,0
1,10,1520112357,329,0.000766876,-0.000756629,0.655459867,74,9.20E-05,-0.000185656,358,0.041786312,0.040425328,0.344540133,75,0.005165462,0.008767305,-0.205459867,-2,0
1,11,1520112357,408,0.000823404,-0.000972883,0.705996187,79,5.65E-05,-0.000216254,439,0.052768183,0.049839511,0.294003813,81,0.010981872,0.009414183,-0.255996187,-2.5,-0.5
1,12,1520112357,491,0.000909675,-0.00122628,0.756667985,83,8.63E-05,-0.000253397,525,0.064490209,0.059782637,0.243332015,86,0.011722026,0.009943126,-0.306667985,-3,-0.5
1,13,1520112357,578,0.000812879,-0.001526995,0.707482157,87,-9.68E-05,-0.000300715,616,0.070599892,0.070254361,0.292517843,91,0.006109683,0.010471725,-0.257482157,-2.5,0.5
1,14,1520112357,666,0.000229022,-0.001901829,0.558155421,88,-0.000583857,-0.000374835,711,0.083176667,0.081018149,0.441844579,95,0.012576775,0.010763788,-0.108155421,-1,1.5
1,15,1520112357,758,-0.000635892,-0.002349487,0.558427255,92,-0.000864914,-0.000447658,810,0.096343953,0.092250378,0.441572745,99,0.013167286,0.011232229,-0.108427255,-1,0
1,16,1520112357,853,-0.001551199,-0.002824647,0.608695205,95,-0.000426582,-0.00047516,909,0.110085246,0.103658195,0.391304795,99,0.006821653,0.011407817,-0.158695205,-1.5,-0.5
1,17,1520112358,953,-0.002609731,-0.003253106,0.509097422,100,-0.001547258,-0.000428459,1006,0.124148044,0.115244546,0.490902578,97,0.020982438,0.011586351,-0.059097422,-0.5,1
1,18,1520112358,1054,-0.003111917,-0.003735538,0.559265105,101,-0.000502185,-0.000482432,1109,0.13148829,0.1272411,0.440734895,103,0.007340245,0.011996554,-0.109265105,-1,-0.5
1,19,1520112358,1152,-0.004199867,-0.004328469,0.659533206,98,-0.00108795,-0.000592931,1216,0.146435113,0.139291626,0.340466794,107,0.014946823,0.012050526,-0.209533206,-2,-1
1,20,1520112358,1258,-0.00516447,-0.004901395,0.660070074,106,-0.000964603,-0.000572925,1322,0.161265524,0.151755548,0.339929926,106,0.014830411,0.012463923,-0.210070074,-2,0
1,21,1520112358,1367,-0.005548777,-0.005457785,0.610607575,109,-0.000384307,-0.00055639,1429,0.168767672,0.164455867,0.389392425,107,0.007502148,0.012700318,-0.160607575,-1.5,0.5
1,22,1520112358,1472,-0.006341601,-0.006088711,0.511009176,105,-0.000792824,-0.000630926,1539,0.184271249,0.177093773,0.488990824,110,0.015503577,0.012637907,-0.061009176,-0.5,1
1,23,1520112358,1580,-0.007216846,-0.006766793,0.561143684,108,-0.000875245,-0.000678082,1651,0.199777694,0.190023922,0.438856316,112,0.015506446,0.012930149,-0.111143684,-1,-0.5
1,24,1520112358,1692,-0.007551569,-0.007421195,0.561411683,112,-0.000334724,-0.000654402,1762,0.207537394,0.203132077,0.438588317,111,0.0077597,0.013108154,-0.111411683,-1,0
1,25,1520112358,1806,-0.008098741,-0.008060563,0.511679303,114,-0.000547172,-0.000639368,1874,0.22305293,0.216417742,0.488320697,112,0.015515535,0.013285666,-0.061679303,-0.5,0.5
1,26,1520112358,1922,-0.0085823,-0.008640498,0.511814026,116,-0.000483559,-0.000579935,1985,0.238519107,0.229765045,0.488185974,111,0.015466177,0.013347303,-0.061814026,-0.5,0
1,27,1520112358,2032,-0.008891194,-0.009293109,0.461948041,110,-0.000308894,-0.000652612,2099,0.246314903,0.242932216,0.538051959,114,0.007795796,0.01316717,-0.011948041,0,0.5
1,28,1520112358,2144,-0.009510711,-0.009961082,0.511948041,112,-0.000619517,-0.000667973,2213,0.26167838,0.256216474,0.488051959,114,0.015363477,0.013284258,-0.061948041,-0.5,-0.5
1,29,1520112358,2260,-0.01016574,-0.010550597,0.562082458,116,-0.00065503,-0.000589515,2324,0.276883892,0.269563357,0.437917542,111,0.015205512,0.013346883,-0.112082458,-1,-0.5
1,30,1520112358,2372,-0.010543001,-0.011122443,0.562350848,112,-0.000377261,-0.000571845,2434,0.284525566,0.282616462,0.437649152,110,0.007641674,0.013053105,-0.112350848,-1,0
1,31,1520112358,2480,-0.011442061,-0.011754118,0.512619153,108,-0.00089906,-0.000631676,2546,0.299657624,0.295548961,0.487380847,112,0.015132058,0.012932499,-0.062619153,-0.5,0.5
1,32,1520112358,2588,-0.01262845,-0.012457093,0.512753266,108,-0.001186389,-0.000702975,2660,0.314675113,0.308595661,0.487246735,114,0.015017489,0.0130467,-0.062753266,-0.5,0
1,33,1520112358,2696,-0.013406301,-0.013198846,0.562887373,108,-0.000777851,-0.000741753,2773,0.322256218,0.321581264,0.437112627,113,0.007581105,0.012985603,-0.112887373,-1,-0.5
1,34,1520112358,2806,-0.015286148,-0.01396612,0.563155603,110,-0.001879847,-0.000767274,2886,0.337576732,0.334683296,0.436844397,113,0.015320515,0.013102032,-0.113155603,-1,0
1,35,1520112358,2918,-0.017000307,-0.014740276,0.563427002,112,-0.001714159,-0.000774155,2999,0.352858614,0.347902836,0.436572998,113,0.015281882,0.013219539,-0.113427002,-1,0
1,36,1520112359,3027,-0.017826841,-0.015573366,0.513695393,109,-0.000826533,-0.00083309,3113,0.360680565,0.361000847,0.486304607,114,0.007821951,0.013098012,-0.063695393,-0.5,0.5
1,37,1520112359,3137,-0.019642077,-0.016516425,0.46382974,110,-0.001815236,-0.000943059,3231,0.376578322,0.374386418,0.53617026,118,0.015897757,0.01338557,-0.01382974,0,0.5
1,38,1520112359,3253,-0.021234837,-0.01741835,0.56382974,116,-0.00159276,-0.000901925,3346,0.392367628,0.38795178,0.43617026,115,0.015789306,0.013565362,-0.11382974,-1,-1
1,39,1520112359,3370,-0.022676379,-0.018281326,0.614098235,117,-0.001441542,-0.000862976,3460,0.408135194,0.401519676,0.385901765,114,0.015767566,0.013567896,-0.164098235,-1.5,-0.5
1,40,1520112359,3487,-0.02338835,-0.019115086,0.514500837,117,-0.000711971,-0.00083376,3574,0.415981882,0.415089398,0.485499163,114,0.007846688,0.013569722,-0.064500837,-0.5,1
1,41,1520112359,3600,-0.024627875,-0.020017953,0.51463483,113,-0.001239525,-0.000902868,3691,0.431780548,0.428595713,0.48536517,117,0.015798667,0.013506315,-0.06463483,-0.5,0
1,42,1520112359,3714,-0.025516936,-0.020986602,0.56476966,114,-0.000889061,-0.000968649,3810,0.447599437,0.442274479,0.43523034,119,0.015818888,0.013678767,-0.11476966,-1,-0.5
1,43,1520112359,3835,-0.025864417,-0.021798108,0.565039381,121,-0.000347481,-0.000811507,3922,0.455413424,0.455963468,0.434960619,112,0.007813988,0.013688988,-0.115039381,-1,0
1,44,1520112359,3952,-0.02632154,-0.022620806,0.515308396,117,-0.000457123,-0.000822697,4037,0.470768232,0.469592827,0.484691604,115,0.015354807,0.013629359,-0.065308396,-0.5,0.5
1,45,1520112359,3952,-0.026736485,-0.022620806,0.51544466,0,-0.000414944,0,4037,0.486050907,0.469592827,0.48455534,0,0.015282675,0,-0.06544466,-0.5,0
1,46,1520112359,4176,-0.026889743,-0.024438767,0.46557882,224,-0.000153259,-0.001817961,4270,0.493689987,0.49642765,0.53442118,233,0.00763908,0.026834823,-0.01557882,0,0.5
1,47,1520112359,4176,-0.027251223,-0.024438767,0.46557882,0,-0.000361479,0,4270,0.508838162,0.49642765,0.53442118,0,0.015148175,0,-0.01557882,0,0
1,48,1520112359,4291,-0.027903192,-0.025278301,0.46557882,115,-0.000651969,-0.000839534,4381,0.523762806,0.509702171,0.53442118,111,0.014924644,0.01327452,-0.01557882,0,0
1,49,1520112359,4403,-0.028582747,-0.026129291,0,112,-0.000679555,-0.00085099,4493,0.538577332,0.52285801,0,112,0.014814525,0.013155839,0,0,0
1,50,1520112359,4513,-0.028980276,-0.027018778,0,110,-0.000397529,-0.000889488,4606,0.545996841,0.535952312,0,113,0.007419509,0.013094303,0,0.5,0.5
1,51,1520112359,4623,-0.030049203,-0.027900288,0,110,-0.001068927,-0.00088151,4717,0.561080094,0.548929177,0,111,0.015083253,0.012976865,0,0,-0.5
1,52,1520112359,4730,-0.03055334,-0.028766927,0,107,-0.000504137,-0.000866639,4825,0.568645029,0.561553111,0,108,0.007564935,0.012623933,0,0,0
