Trial Number, Time, Voltage, Actualx, Actualy, EncoderX, EncoderY, AccelDispX, AccelDispY, GaussX, GaussY, Kalmanx, Kalmany, Lidar
1,3.104300380889313,7.76,-3.302,68.834,1.0862581076,66.0940467905,6.416605862999999,64.83569106280001,0.0,0.0,0.0407208286727,2.53288934512,-1.5
2,1.9154859143151652,7.77,-1.016,43.434000000000005,-0.301138578643,37.3987703018,0.322270880361,38.7888616212,0.0,0.0,0.00689489008311,5.32142037343,-2.0
3,2.4862757124627106,7.7,-1.7779999999999998,57.15,-0.4057757698,57.174213963,17.5161440898,50.885597564200005,0.0,0.0,4.83369687088,3.23179127792,1.0
4,1.2798916041774953,7.75,-0.127,29.464,-1.54719883433,29.701420146700002,-5.4292236572400006,30.510996996200003,0.0,0.0,-2.72131893831,9.29403503439,-2.5
5,3.653303068179079,7.63,0.762,88.646,-7.89378039418,81.71020324979999,-7.48412229492,87.4449539743,0.0,0.0,2.28847494046,3.11006060367,0.0
6,1.323125735632265,7.58,-1.016,28.702,0.167863524233,24.0819296134,3.3155976479400002,23.6127730963,0.0,0.0,4.945513078129999,8.38106613067,0.5
7,1.7133059503433195,7.65,0.127,41.147999999999996,-1.88084005483,36.0705398687,-0.12061264071299999,36.0157423624,0.0,0.0,1.74591261892,6.4208306546900005,-1.5
8,3.683181528439388,7.73,-0.635,86.36,-5.2499803184700005,86.7420466726,14.8496965064,81.8741678119,0.0,0.0,1.25128518631,4.09314583824,2.5
9,1.7637231479799393,7.73,-0.508,40.894000000000005,-0.658451513505,41.0448767699,0.405516453302,41.0253468864,0.0,0.0,-3.6923714060699995,5.36333472826,-0.5
10,1.2837856885820542,7.72,-0.762,27.94,-0.20304678102,22.5400301208,-1.9327515243800002,21.8091788744,0.0,0.0,-1.42933735127,7.74644964361,0.5
11,1.4000310121589299,7.61,0.0,33.528,-1.52850547423,33.803509185399996,-1.78189789706,34.3509559411,0.0,0.0,-3.6903787444800003,8.759961792779999,0.0
12,3.791900859181898,7.59,-3.048,86.36,0.42000296338899995,86.85217864,14.493508291000001,71.7338697177,0.0,0.0,-2.83180224937,1.13458346059,-0.5
13,3.5942902246098156,7.71,2.286,85.34400000000001,-7.3812830932299995,85.60755945400001,0.319077469272,85.043823116,0.0,0.0,3.0195194323,1.34659992249,1.5
14,3.594036460214626,7.61,2.032,84.074,-7.07866565822,84.30847802880001,27.0219191017,76.04275403589999,0.0,0.0,2.17490086582,2.5565465383199997,1.5
15,2.8545122611295497,7.65,0.0,67.56400000000001,-4.82065217378,67.4365204738,-3.2551714390999997,67.9782992479,0.0,0.0,-1.05649223697,2.82596439761,1.5
16,3.0650549048176563,7.61,0.508,75.69200000000001,-7.948033743660001,75.746149618,-4.220719004109999,74.4886169837,0.0,0.0,-1.33965075573,1.3843908902300002,1.5
17,1.0410327723285966,7.53,-0.050800000000000005,23.901400000000002,-0.9592993625990001,23.2076485224,-0.062350296496099994,22.7322269768,0.0,0.0,0.102136082772,8.95246899174,-1.5
18,2.165516775773913,7.57,-1.27,50.241200000000006,-0.585693373262,42.8880710558,4.12075859534,41.7417409159,0.0,0.0,0.701678673862,3.6629801790300003,-1.5
19,1.3942958589231937,7.55,-1.016,30.48,0.163147142976,30.8852231934,2.52740177528,27.9237808087,0.0,0.0,0.42701584258499997,7.4099712884799995,0.0
20,2.3568197648610965,7.65,-0.9144,54.2544,-0.8862396615899999,53.5134346847,-4.92613626264,55.802088075099995,0.0,0.0,2.33132609289,2.75488443534,0.0
21,3.6404022250091845,7.53,-1.3970000000000002,88.392,-2.82193245129,88.904192727,22.8702730115,70.91805824139999,0.0,0.0,6.880046398509999,2.5094552872800002,-7.0
22,1.1617933993185843,7.66,0.0,28.0924,-0.896490966536,20.6952289868,-0.888573269091,20.702901651399998,0.0,0.0,-1.1667108317800001,7.0430745034,-2.0
23,2.891720523646721,7.64,0.508,88.392,-5.20388804196,81.26118842780001,14.7228011828,69.0312384465,0.0,0.0,3.34371217621,1.1605667368200001,-1.0
24,2.4757198456270606,7.71,0.254,56.5912,-2.93599187908,56.7725678872,5.23990971789,49.476037006700004,0.0,0.0,2.39629742846,3.53007824415,-3.0
25,1.5894605399626425,7.62,0.3048,36.931599999999996,-1.8237191219800002,37.4590937728,-3.9151586790599997,36.5039805927,0.0,0.0,-3.78469168678,6.74970603371,-2.5
26,3.112050519963587,7.57,1.524,75.438,-6.703906139800001,69.2896160522,12.723288714399999,60.861156737099996,0.0,0.0,5.552496377680001,2.49064573956,-1.0
27,2.5673787885658474,7.7,0.762,62.738,-4.83966789807,62.988939049500004,-12.2674849048,50.042951904199995,0.0,0.0,2.24920115462,3.53993686866,-1.5
28,1.0708385619205727,7.53,-0.635,22.479,-0.0301431401069,22.6822099989,1.8895131239699998,21.689146717499998,0.0,0.0,1.22853176767,4.8371577852600005,-3.0
29,1.3091281803980896,7.67,-0.1524,30.48,-1.12143652175,30.650179190299998,3.47266303256,28.0668513838,0.0,0.0,0.29294403749799997,8.87213169257,-4.5
30,1.2779433432949339,7.54,-0.7112,28.8544,-0.028876400761600002,29.407214259899998,-3.3845278311299998,27.255105043900002,0.0,0.0,-1.5160043386200002,6.00461094261,-2.5
31,3.4689562612223246,7.66,0.508,84.93759999999999,-5.67153407578,79.8296319447,-4.72303632553,77.848259015,0.0,0.0,-1.84569502438,3.13203270925,-1.0
32,1.0505970160165314,7.51,0.0,24.13,-0.741490415347,24.3034335326,-1.89767783027,23.286533127000002,0.0,0.0,-2.47886087465,7.19084571431,-4.5
33,3.3036335497308458,7.62,0.8889999999999999,80.2894,-5.98398359125,80.5788254927,-0.147677347043,72.3326053601,0.0,0.0,0.34347641606199997,3.05435384951,-1.5
34,1.4005406715107918,7.5,-1.016,30.733999999999998,0.102423582135,30.898010548,-2.31135156527,28.5753371013,0.0,0.0,0.339966493602,6.86952176717,-2.0
35,2.8841973111997548,7.49,0.3048,69.342,-5.45386921823,69.9052851122,20.609046206600002,57.309443917799996,0.0,0.0,7.909778966029999,2.12156243823,0.0
36,3.4496000020077022,7.6,0.762,83.43900000000001,-6.85843878086,83.9153982247,19.0801961881,74.615636173,0.0,0.0,7.1096765455,2.30400359711,-3.0
37,3.1152079753065807,7.61,1.016,75.0316,-6.025975391289999,75.45345343710001,-17.4731314396,75.4906739694,0.0,0.0,-0.752140348684,1.87769506499,0.5
38,2.2736129063912975,7.6,0.0,54.2544,-2.24046526106,48.5677951599,-3.6549051112799997,48.4035700751,0.0,0.0,-3.40311112377,3.4245781586699997,-1.5
39,2.967020539422501,7.61,0.5334,71.3994,-5.95610562041,71.84395982490001,13.828793094299998,55.0700851115,0.0,0.0,4.64523264321,2.06606087889,0.0
40,1.3377537422856594,7.5,-0.254,30.352999999999998,-0.7914966482,30.7508865341,2.6245597477200002,28.3204081552,0.0,0.0,2.79132775762,7.428638658880001,-3.5
41,3.9377146318017124,7.52,0.381,104.4448,-6.649610575410001,97.2956539841,1.6130066316700002,96.6926151488,0.0,0.0,-5.07883628936,2.28124375548,-1.0
42,3.3776115183660576,7.63,-0.508,78.13040000000001,-3.3263453583,77.5743706095,16.5095705412,69.3212572489,0.0,0.0,1.65258659608,3.26377564573,0.0
43,3.104828027543541,7.5,0.762,75.946,-5.99926558497,73.1496791947,-11.814172645100001,73.2801045547,0.0,0.0,-2.37102383947,1.8919167348600001,0.0
44,1.0133273176263309,7.5,0.0,22.86,-0.664978661623,19.860769249,-1.49812003905,20.700297995299998,0.0,0.0,0.842652071657,10.4517610565,-2.5
45,2.9363006041825956,7.49,0.762,71.5772,-6.34832759832,68.9138178315,-5.12579046502,67.2653155304,0.0,0.0,-2.8599985872300002,4.10053297625,-1.0
46,1.06551968994843,7.51,-0.1524,23.368,-0.675658429726,23.5546278326,0.383413552466,22.7056879104,0.0,0.0,-0.0411264223304,11.4205965039,-3.5
47,2.0228293274125804,7.61,-0.254,47.47260000000001,-2.40867547115,47.1758949724,4.3018451317299995,42.8554299741,0.0,0.0,-1.33369620087,3.64398353118,-1.5
48,3.337835216163416,7.62,0.0,79.5528,-5.2913562687899995,79.9027389556,23.7556454238,66.8189050189,0.0,0.0,2.12216795111,2.30970504102,-0.5
49,3.522309899478674,7.6,0.8128000000000001,84.3788,-6.32352811274,80.0282107054,-10.3462239489,79.10601506079999,0.0,0.0,-5.2341562445,4.8559935483,-0.5
50,2.5173403692257743,7.62,0.508,59.436,-3.4851606508899997,59.849959373,3.0601150183100003,53.1462123524,0.0,0.0,4.58714749016,1.3542936923400002,-1.5
51,1.3077213296945203,7.49,-0.762,27.9654,0.07631767070369999,28.2671101426,-3.9166763256599997,27.3097862304,0.0,0.0,1.6922720138599998,6.526866103610001,-1.0
52,2.655582273644755,7.61,-0.1524,64.262,-3.10712707832,59.7591581667,5.08783588831,54.0611466333,0.0,0.0,4.89380050796,3.33567018882,-0.5
53,3.753591357526988,7.51,-0.9144,88.5952,-3.4790208052500002,88.5368379122,11.8661222313,72.6493628045,0.0,0.0,-2.50584185185,0.279947574769,-4.0
54,1.8743246320224003,7.6,0.0,42.418,-1.41937288765,40.0246307656,-3.16094459638,39.0513414368,0.0,0.0,3.75004685967,5.09806972978,-1.0
55,2.9383404832606588,7.61,0.5588,69.342,-4.65998218056,69.7052029614,-5.81965029384,64.0149859842,0.0,0.0,-1.43574085374,3.2161004005000002,0.5
